"main.id","hpq_prog.id","prog_line","progtype","progname","prognmem","progimplementor","progimplementor_o"
"1766407","0","3","21","pag ibig","2","1",""
"1766409","0","4","21","pag ibig","2","1",""
"1766413","0","6","21","pag ibig","1","1",""
"1766416","0","2","21","pag ibig","1","1",""
"1766421","0","2","21","pag ibig","1","1",""
"1766425","0","6","21","pag ibig","1","1",""
"1766428","0","4","21","pag ibig","2","1",""
"1766444","0","8","21","pag ibig","1","1",""
"1766445","0","10","21","pag ibig","3","1",""
"1766446","0","5","21","pag ibig","1","1",""
"1766447","0","6","21","pag ibig","1","1",""
"1766448","0","5","21","pag ibig","1","1",""
"1766451","0","7","21","pag ibig","1","1",""
"1766453","0","6","21","pag ibig","2","1",""
"1766460","0","2","21","pag ibig","1","1",""
"1766461","0","6","21","pag ibig","1","1",""
"1766462","0","17","21","pag ibig","4","1",""
"1766463","0","5","21","pag ibig","1","1",""
"1766463","1","6","16","take care i care","2","3",""
"1766465","0","7","16","take care i care","3","3",""
"1766480","0","6","21","pag ibig","1","1",""
"1766483","0","4","21","pag ibig","2","1",""
"1766485","0","6","21","pag ibig","1","1",""
"1766486","0","4","21","pag ibig","1","1",""
"1766487","0","6","21","pag ibig","1","1",""
"1766488","0","6","21","pag ibig","1","1",""
"1766489","0","7","21","pag ibig","2","1",""
"1766490","0","6","21","pag ibig","1","1",""
"1766490","1","7","18","schoolarship","2","8","private school"
"1766494","0","3","21","pag ibig","2","1",""
"1766501","0","5","21","pag ibig","1","1",""
"1766504","0","4","21","pag ibig","1","1",""
"1766505","0","4","21","pag ibig","1","1",""
"1766512","0","2","21","pag ibig","1","1",""
"1766514","0","2","21","pag ibig","1","1",""
"1766621","0","6","21","pag ibig","1","1",""
"1766622","0","13","21","pag ibig","1","1",""
"1766623","0","9","21","pag ibig","1","1",""
"1766624","0","13","21","pag ibig","1","1",""
"1766625","0","13","21","pag ibig","1","1",""
"1766626","0","2","21","pag ibig","1","1",""
"1766627","0","25","21","pag ibig","2","1",""
"1766628","0","6","21","pag ibig","1","1",""
"1766630","0","7","21","pag ibig","1","1",""
"1766631","0","43","16","take care i care","3","3",""
"1766631","1","44","21","pag ibig","2","1",""
"1766632","0","7","21","pag ibig","2","1",""
"1766633","0","2","21","pag ibig","1","1",""
"1766634","0","13","21","pag ibig","1","1",""
"1766635","0","10","21","pag ibig","2","1",""
"1766637","0","9","21","pag ibig","1","1",""
"1766638","0","2","21","pag ibig","1","1",""
"1766639","0","3","16","take care i care","2","3",""
"1766640","0","11","21","pag ibig","1","1",""
"1766643","0","5","21","pag ibig","1","1",""
"1766644","0","4","21","pag ibig","1","1",""
"1766652","0","25","21","pag ibig","3","1",""
"1766654","0","13","21","pag ibig","1","1",""
"1766655","0","2","21","pag ibig","1","1",""
"1766657","0","6","21","pag ibig","1","1",""
"1766663","0","4","21","pag ibig","2","1",""
"1766664","0","3","21","pag ibig","2","1",""
"1766665","0","13","21","pag ibig","1","1",""
"1766665","1","14","16","medicare","3","1",""
"1766666","0","5","21","pag ibig","2","1",""
"1766667","0","5","21","pag ibig","2","1",""
"1766668","0","9","21","pag ibig","1","1",""
"1766671","0","11","21","pag ibig","1","1",""
"1766674","0","9","21","pag ibig","1","1",""
"1766676","0","13","21","pag ibig","1","1",""
"1766677","0","5","21","pag ibig","2","1",""
"1766679","0","7","21","pag ibig","2","1",""
"1766707","0","7","21","pag ibig","1","1",""
"1766709","0","6","21","pag ibig","1","1",""
"1766713","0","4","21","pag ibig","1","1",""
"1766714","0","4","21","pag ibig","1","1",""
"1766725","0","7","16","take care i care","4","3",""
"1766729","0","6","21","pag ibig","1","1",""
"1766731","0","6","21","pag ibig","1","1",""
"1766736","0","17","21","pag ibig","1","1",""
"1766737","0","7","18","schoolarship ","2","6",""
"1766738","0","3","21","pag ibig","1","1",""
"1766740","0","5","21","pag ibig","1","1",""
"1766741","0","11","16","take care i care","3","3",""
"1766760","0","15","16","take care i care","3","3",""
"1766761","0","4","21","pag ibig","2","1",""
"1766763","0","4","21","pag ibig","1","1",""
"1766766","0","19","21","pag ibig","2","1",""
"1766769","0","6","21","pag ibig","1","1",""
"1766771","0","4","21","pag ibig","1","1",""
"1766779","0","5","21","pag ibig","1","1",""
"1769409","0","4","16","take care i care","1","3",""
"1770110","0","10","16","take care i care","1","3",""
"1770497","0","3","16","take care i care","1","3",""
"1772798","0","4","21","Pag Ibig","1","1",""
"1772801","0","5","21","PAG IBIG","2","1",""
"1772804","0","6","21","Pag Ibig","1","1",""
"1772804","1","7","16","Intelle care","1","6",""
"1772807","0","4","21","PAG IBIG","3","1",""
"1772809","0","6","21","Pag Ibig","5","1",""
"1772812","0","8","21","PAG IBIG","1","1",""
"1772815","0","5","21","PAG IBIG","4","1",""
"1772816","0","5","21","Pag Ibig","4","1",""
"1772817","0","6","21","PAG IBIG","5","1",""
"1772820","0","4","21","PAG IBIG","2","1",""
"1773099","0","5","21","PAG IBIG","3","1",""
"1773099","1","6","16","MAXI CARE","3","1",""
"1773099","2","7","16","INTELLE CARE","3","6",""
"1773102","0","9","21","PAG IBIG","8","1",""
"1773849","0","5","21","Pag Ibig","1","1",""
"1773850","0","6","21","PAG IBIG","5","1",""
"1773850","1","7","16","TAKE CARE I CARE","2","3",""
"1773851","0","7","21","PAG IBIG","5","1",""
"1773863","0","11","21","PAG IBIG","8","1",""
"1779345","0","4","16","Take Care I Care ","1","3",""
"1779348","0","3","16","Take Care I Care","1","3",""
"1779351","0","4","16","Take Care I Care","1","3",""
"1779354","0","8","16","Take care i care","1","3",""
"1779355","0","4","16","Take Care I Care","1","3",""
"1779373","0","3","16","Take Care I Care","1","3",""
"1779378","0","4","16","Take Care I Care","1","3",""
"1779410","0","2","16","Take Care I Care","1","3",""
"1779412","0","4","16","Take Care I Care","1","3",""
"1779414","0","7","16","Take Care I Care","1","3",""
"1779415","0","3","16","Take Care I Care","1","3",""
"1779428","0","2","16","Take Care I Car3","1","3",""
"1779429","0","6","16","Take Care I Care","1","3",""
"1779431","0","2","16","Take Care I Care","1","3",""
"1787176","0","10","21","PAG IBIG","5","1",""
"1787181","0","5","21","PAG IBIG","4","1",""
"1787183","0","5","21","PAG IBIG ","3","1",""
"1787189","0","6","16","Maxi Care","1","6",""
"1787191","0","4","21","PAG IBIG","3","1",""
"1787194","0","4","21","PAG IBIG","2","1",""
"1787195","0","12","21","Pag Ibig","5","1",""
"1787197","0","8","21","PAG IBIG","3","1",""
"1787199","0","4","21","PAG IBIG","3","1",""
"1787200","0","5","21","PAG IBIG","4","1",""
"1787200","1","6","16","Value Care","1","6",""
"1788480","0","7","16","take care i care","1","3",""
"1792071","0","5","21","PAG IBIG","4","1",""
"1792077","0","4","21","PAG IBIG","2","1",""
"1792079","0","9","21","PAG IBIG","6","1",""
"1792081","0","11","21","PAG IBIG","4","1",""
"1792082","0","6","21","PAG IBIG","4","1",""
"1792087","0","4","21","PAG IBIG","3","1",""
"1792089","0","2","21","PAG IBIG","1","1",""
"1792090","0","2","21","PAG IBIG","1","1",""
"1792093","0","12","21","PAG IBIG","6","1",""
"1792095","0","4","21","PAG IBIG","1","1",""
"1793327","0","6","16","take care i care","1","3",""
"1796230","0","11","21","PAG IBIG","4","1",""
"1819700","0","7","21","Pag Ibig Fund","1","1",""
"1819701","0","6","16","Take Care,I Care","2","3",""
"1819701","1","7","16","Pag Ibig Fund","1","1",""
"1819702","0","4","21","Pag Ibig Fund","2","1",""
"1819708","0","4","21","Pag Ibig Fund","1","1",""
"1819711","0","9","16","Take Care , I Care","4","3",""
"1819711","1","10","21","Pag Ibig Fund","1","1",""
"1819712","0","4","21","Pag Ibig Fund","1","1",""
"1819715","0","3","16","Take Care, I Care","2","3",""
"1819715","1","4","21","Pag Ibig Fund","1","1",""
"1819717","0","4","16","Take Care ,I Care","3","3",""
"1819719","0","7","16","Take Care,I Care","2","3",""
"1819720","0","6","21","Pag Ibig Fund","1","1",""
"1819720","1","7","16","Take Care,I care","5","3",""
"1819721","0","11","21","Pag Ibig Fund","2","1",""
"1819723","0","5","16","Take Care,I Care","4","3",""
"1819723","1","6","18","Scholar ni Erap","1","6",""
"1819724","0","7","21","Pag Ibig Fund","1","1",""
"1819725","0","9","18","Bukas Palad","1","6",""
"1819726","0","12","18","Bukas Palad","1","6",""
"1819728","0","5","21","Pag Ibig Fund","1","1",""
"1819732","0","5","21","Pag Ibig Fund","1","1",""
"1819736","0","3","21","Pag Ibig Fund","1","1",""
"1837088","0","6","21","Pag Ibig Fund","1","1",""
"1837091","0","3","21","Pag Ibig Fund","1","1",""
"1837094","0","4","21","Pag Ibig Fund","1","1",""
"1837104","0","5","21","Pag Ibig Fund","1","1",""
"1837106","0","4","21","Pag Ibig Fund","1","1",""
"1837107","0","26","16","Take Care, I Care","5","3",""
"1837110","0","4","21","Pag Ibig Fund","1","1",""
"1837118","0","4","16","Take Care ,I Care","2","3",""
"1837119","0","3","21","Pag Ibig Fund","2","1",""
"1837122","0","5","16","Pag Ibig Fund","2","1",""
"1837124","0","2","21","Pag Ibig Fund","1","1",""
"1837126","0","5","21","Pag Ibig Fund","1","1",""
"1837128","0","2","21","Pag Ibig Fund","1","1",""
"1837131","0","5","21","Take Care,I Care","2","3",""
"1837131","1","6","21","Pag Ibig Fund","2","1",""
"1837136","0","6","21","Pag Ibig Fund","2","1",""
"1837244","0","5","21","Pag Ibig Fund","1","1",""
"1845700","0","7","21","Pag Ibig Fund","3","1",""
"1845701","0","6","21","Pag Ibig Fund","1","1",""
"1845702","0","8","21","Pag Ibig Fund","1","1",""
"1845703","0","4","21","Pag Ibig Fund","1","1",""
"1845712","0","5","21","Pag Ibig Fund","2","1",""
"1845713","0","4","21","Pag Ibig Fund","1","1",""
"1846310","0","4","16","Take care I care","1","3",""
"1846311","0","3","16","Take care I care","1","3",""
"1846516","0","2","16","Take care I care","1","3",""
"1846529","0","5","16","Take care I care","1","3",""
"1846582","0","6","21","Pag Ibig Fund","1","1",""
"1846583","0","4","21","Pag Ibig Fund","1","1",""
"1846585","0","6","21","Take Care,I Care","1","3",""
"1846588","0","6","21","Pag Ibig Fund","2","1",""
"1846590","0","4","21","Pag Ibig Fund","1","1",""
"1846591","0","5","21","Pag Ibig Fund","2","1",""
"1846684","0","3","21","Pag Ibig Fund","1","1",""
"1846685","0","7","18","Mayor Calixto's Scholarship Program","1","3",""
"1846880","0","5","16","Take care I care","1","3",""
"1846885","0","7","16","Take care I care","1","3",""
"1847113","0","3","16","Take care I care","1","3",""
"1847696","0","5","21","Pag Ibig Fund","1","1",""
"1847712","0","13","18","SPES -for working student","1","3",""
"1847721","0","6","16","Take Care,I Care","3","3",""
"1847733","0","8","21","Pag Ibig Fund","1","1",""
"1847739","0","5","21","Pag Ibig Fund","1","1",""
"1847744","0","5","21","Pag Ibig Fund","1","1",""
"1847745","0","6","21","Pag Ibig Fund","1","1",""
"1854367","0","5","16","Take care I care","1","3",""
"1854896","0","9","16","Take Care,I Care","4","3",""
"1854897","0","5","16","Pag Ibig Fund","1","1",""
"1854903","0","4","21","Pag Ibig Fund","2","1",""
"1854904","0","4","16","Take Care,I Care","1","3",""
"1854905","0","5","16","Take Care,I Care","2","3",""
"1854911","0","3","16","Take Care,I Care","1","3",""
"1854912","0","3","16","Pag Ibig Fund","1","1",""
"1854912","1","4","16","Take Care,I Care","2","3",""
"1857516","0","6","16","Take care I care","1","3",""
"1857518","0","5","16","Take care I care","1","3",""
"1858161","0","7","16","Take Care, I Care","2","3",""
"1858167","0","2","21","Pag Ibig Fund","1","1",""
"1858172","0","3","21","Pag Ibig Fund","1","1",""
"1858722","0","6","16","Take care I care","1","3",""
"1859725","0","1432006970258","16","take care i care","1","3",""
"1859733","0","36","16","maxi care","1","8","company"
"1859743","0","7","16","yellow card","1","3",""
"1859749","0","2","16","take care i care","1","3",""
"1859752","0","7","16","take care i care","1","3",""
"1859759","0","19","16","take care i care","1","3",""
"1859759","1","20","18","sports schoolarship","2","8","school"
"1859762","0","9","16","kidney","1","6",""
"1859767","0","4","16","take care i care","1","3",""
"1859775","0","2","16","take care i care","1","3",""
"1859776","0","5","16","75% discount for the family member of the employee","4","8","st lukes"
"1859784","0","2","16","yellow card","1","3",""
"1862335","0","7","21","Pag Ibig Fund","1","1",""
"1870927","0","4","16","Take Care I Care","2","3",""
"1870929","0","6","16","Take Care I Care","4","3",""
"1870932","0","5","16","Take Care I care","4","3",""
"1870951","0","6","16","Take Care I Care","5","3",""
"1870972","0","6","16","Take Care I Care","5","3",""
"1870976","0","4","16","Take care i care","3","3",""
"1871998","0","7","16","Take care I care","1","3",""
"1876329","0","5","16","Tke care I care","1","3",""
"1876331","0","6","16","Take care I care","1","3",""
"1879939","0","5","16","Take care I care","1","3",""
"1879945","0","3","16","Take care I care","1","3",""
"1881642","0","17","16","Take care I care","1","3",""
"1881643","0","2","16","Take care I care","1","3",""
"1881648","0","9","16","Take care I care","1","3",""
"1881649","0","7","16","Take care I care","1","3",""
"1881650","0","6","16","Take care I care","1","3",""
"1887815","0","19","16","take care i care","1","3",""
"1887820","0","11","16","take care i care","1","3",""
"1887983","0","3","16","Take care i care","2","3",""
"1887984","0","7","16","Take care i care","2","3",""
"1887986","0","3","16","Take care i care","2","3",""
"1887987","0","4","16","Take care i care","3","3",""
"1888036","0","3","16","Maxi Care","1","6",""
"1888046","0","5","16","Take Care I Care","4","3",""
"1888064","0","3","16","Take care i care","2","3",""
"1898925","0","6","16","Take care i care","5","3",""
"1898929","0","3","16","Take care i care","2","3",""
"1898942","0","3","16","Take Care I Care","2","3",""
"1898947","0","8","16","Take Care I Care","7","3",""
"1898948","0","4","16","Take Care I Care","3","3",""
"1910186","0","5","16","Take care i care","4","3",""
"1914531","0","4","21","Pag Ibig Fund","2","1",""
"1914533","0","3","21","Pag Ibig Fund","1","1",""
"1914536","0","6","21","Pag Ibig Fund","1","1",""
"1914536","1","13","16","Take Care,I Care","2","3",""
"1914537","0","6","21","Pag Ibig Fund","2","1",""
"1914539","0","5","16","Take Care,I Care","2","3",""
"1914542","0","8","21","Pag Ibig Fund","1","1",""
"1914543","0","4","21","Pag Ibig Fund","1","1",""
"1914544","0","5","21","Pag Ibig Fund","1","1",""
"1914545","0","2","21","Pag Ibig Fund","1","1",""
"1914546","0","2","21","Pag Ibig Fund","1","1",""
"1914547","0","2","21","Pag Ibig Fund","1","1",""
"1914548","0","4","21","Pag Ibig Fund","1","1",""
"1921313","0","46","16","Take Care,I Care","5","3",""
"1921314","0","7","21","Pag Ibig Fund","2","1",""
"1921316","0","6","21","Pag Ibig Fund","2","1",""
"1921320","0","17","16","Take Care, I Care","4","3",""
"1921321","0","6","21","Pag Ibig Fund","1","1",""
"1921322","0","6","16","Take Care ,I Care","1","3",""
"1921325","0","2","21","Pag Ibig Fund","1","1",""
"1921327","0","2","21","Pag Ibig Fund","1","1",""
"1921328","0","13","21","Pag Ibig Fund","1","1",""
"1921330","0","6","21","Pag Ibig Fund","1","1",""
"1921332","0","3","21","Pag Ibig Fund","2","1",""
"1921338","0","4","21","Pag Ibig Fund","1","1",""
"1928263","0","7","16","Take care I care","1","3",""
"1928264","0","4","16","Take care I Care","1","3",""
"1928265","0","5","16","Take care I care","1","3",""
"1928275","0","5","16","Take care I care","1","3",""
"1936001","0","3","16","Health Card","1","6",""
"1936002","0","5","21","Pag Ibig Fund","1","1",""
"1936004","0","5","21","Pag Ibig Fund","1","1",""
"1936008","0","5","21","Pag Ibig Fund","1","1",""
"1936010","0","4","21","Pag Ibig Fund","2","1",""
"1936015","0","5","21","Pag Ibig Fund","1","1",""
"1936016","0","3","21","Pag Ibig Fund","1","1",""
"1936017","0","2","21","Pag ibig Fund","1","1",""
"1936019","0","4","21","Pag Ibig Fund","1","1",""
"1936020","0","4","21","Pag Ibig Fund","2","1",""
"1936022","0","9","21","Pag Ibig Fund","1","1",""
"1936023","0","5","21","Pag Ibig Fund","2","1",""
"1936024","0","7","21","Pag Ibig Fund","2","1",""
"1936025","0","13","21","Pag Ibig Fund","2","1",""
"1940612","0","5","16","Take care I care","1","3",""
"1941329","0","4","21","Pag Ibig Fund","1","1",""
"1941330","0","3","21","Pag Ibig Fund","1","1",""
"1941332","0","5","21","Pag Ibig Fund","1","1",""
"1941333","0","8","21","Pag Ibig Fund","1","1",""
"1945618","0","6","16","Take care I care","1","3",""
"1945911","0","3","21","Pag Ibig Fund","1","1",""
"1945913","0","4","21","Pag Ibig Fund","1","1",""
"1945915","0","2","21","Pag Ibig Fund","1","1",""
"1945916","0","2","21","Pag Ibig Fund","1","1",""
"1945920","0","3","21","Pag Ibig Fund","1","1",""
"1945921","0","5","22","PVAO","1","1",""
"1945923","0","5","21","Pag Ibig Fund","1","1",""
"1945924","0","2","21","Pag Ibig Fund","1","1",""
"1945926","0","4","21","Pag-ibig Fund","1","1",""
"1945928","0","2","21","Take Care,I Care","1","3",""
"1947294","0","6","16","Take Care,I Care","1","3",""
"1947295","0","10","21","Pag Ibig Fund","2","1",""
"1947299","0","7","21","Pag-ibig Fund","1","1",""
"1947300","0","7","21","Pag-ibig Fund","1","1",""
"1947301","0","9","21","Pag-ibig Fund","1","1",""
"1948568","0","4","21","Pag Ibig Fund","2","1",""
"1948573","0","4","21","Pag Ibig Fund","2","1",""
"1948906","0","4","21","Pag Ibig Fund","3","1",""
"1948908","0","5","21","Pag Ibig Fund","2","1",""
"1948909","0","4","21","Pag Ibig Fund","1","1",""
"1948910","0","2","21","Pag Ibig Fund","1","1",""
"1948911","0","2","21","Pag Ibig Fund","1","1",""
"1948912","0","2","21","Pag Ibig Fund","1","1",""
"1948913","0","4","21","Pag Big Fund","3","1",""
"1948916","0","7","18","ESC scholar (Pinoy)","2","1",""
"1948916","1","15","16","Take Care ,I Care","6","3",""
"1948917","0","2","21","Pag Ibig Fund","1","1",""
"1948918","0","2","21","Pag Ibig Fund","1","1",""
"1948919","0","3","21","Pag Ibig Fund","2","1",""
"1948920","0","4","21","Pag Ibig Fund","2","1",""
"1948921","0","3","21","Pag Ibig Fund","1","1",""
"1948922","0","5","21","Pag Ibig Fund","2","1",""
"1948923","0","2","21","Psg Ibig Fund","1","1",""
"1948924","0","2","21","Pag Ibig Fund","1","1",""
"1948926","0","12","21","Pag Ibig Fund","1","1",""
"1948929","0","6","21","Pag Ibig Fund","3","1",""
"1948931","0","2","21","Pag Ibig Fund","1","1",""
"1948932","0","3","21","Pag Ibig Fund","1","1",""
"1948934","0","9","21","Pag Ibig Fund","1","1",""
"1948937","0","5","21","Pag Ibig Fund","2","1",""
"1948938","0","2","21","Pag Ibig Fund","1","1",""
"1948940","0","4","21","Pag Ibig Fund","1","1",""
"1948942","0","2","21","Pag Ibig Fund","1","1",""
"1948943","0","2","21","Pag Ibig Fund","1","1",""
"1949221","0","4","21","Pag Ibig Fund","2","1",""
"1949222","0","3","21","Pag Ibig Fund","1","1",""
"1949223","0","2","21","Pag Ibig Fund","1","1",""
"1949224","0","4","16","Take Care,I Care","3","3",""
"1949225","0","3","16","Take Care ,I Care","1","3",""
"1951731","0","6","21","Pag Ibig Fund","2","1",""
"1951733","0","5","16","Take Care I Care","2","3",""
"1956547","0","2","21","Pag Ibig Fund","1","1",""
"1956548","0","2","21","Pag Ibig Fund","1","1",""
"1956549","0","2","21","Pag Ibig Fund","1","1",""
"1956550","0","2","21","Pag Ibig Fund","1","1",""
"1956551","0","2","21","Pag Ibig Fund","1","1",""
"1956552","0","2","21","Pag Ibig Fund","1","1",""
"1956553","0","2","21","Pag Ibig Fund","1","1",""
"1956554","0","2","21","Pag Ibig Fund","1","1",""
"1956555","0","2","21","Pag Ibig Fund","1","1",""
"1956556","0","2","21","Pag Ibig Fund","1","1",""
"1956557","0","2","21","Pag Ibig Fund","1","1",""
"1956558","0","2","21","Pag Ibig Fund","1","1",""
"1956559","0","2","21","Pag Ibig Fund","1","1",""
"1956564","0","7","21","Pag Ibig Fund","1","1",""
"1959249","0","6","16","Take care I care","3","3",""
"1961588","0","5","15","maxicare","3","6",""
"1961588","1","6","15","intellicare","1","6",""
"1961589","0","4","15","medicard","1","6",""
"1962081","0","2","16","Take care I care","1","3",""
"1962089","0","3","16","Take care I care","1","3",""
"1967733","0","5","16","Take Care I care","3","3",""
"1967737","0","5","21","PAG IBIG","4","1",""
"1971094","0","10","16","take care i care","1","3",""
"1973561","0","4","16","Take care I care","1","3",""
"1975893","0","8","15","intellicare","4","6",""
"1980723","0","8","16","take care i care","1","3",""
"1987781","0","4","16","Take care i care","2","3",""
"1990070","0","2","16","Take Care I Care","1","3",""
"1990075","0","3","16","Take Care I care","2","3",""
"1990088","0","5","16","Take Care I care","4","3",""
"1999526","0","3","21","PAG IBIG","2","1",""
"1999530","0","7","21","PAG IBIG","6","1",""
"1999539","0","5","16","Maxicare","4","6",""
"1999546","0","2","16","Maxicare","1","6",""
"2000458","0","5","16","Take care I care","1","3",""
"2000466","0","6","16","Take care I care","1","3",""
"2002586","0","7","16","Take care I care","1","3",""
"2003369","0","2","16","Take care I care","1","3",""
"2003370","0","4","16","Take care I care","1","3",""
"2003510","0","4","21","PAG IBIG","1","1",""
"2003513","0","3","16","AFPMPAI","2","1",""
"2003514","0","5","21","PAG IBIG","4","1",""
"2003518","0","3","21","PAG IBIG","2","1",""
"2010829","0","6","16","take care i care","5","3",""
"2010831","0","5","16","take care i care","4","3",""
"2010832","0","10","16","take care i care","9","3",""
"2011340","0","6","16","take care i care","5","3",""
"2011341","0","5","16","take care i care","4","3",""
"2011342","0","10","16","take care i care","9","3",""
"2011346","0","3","16","take care i care","2","3",""
"2011400","0","2","15","medicare","1","6",""
"2011433","0","3","16","take care i care","2","3",""
"2011441","0","5","16","take care i care","4","3",""
"2013000","0","2","16","Medicare","1","6",""
"2013000","1","3","16","UMID","1","1",""
"2013005","0","3","16","medicare","1","6",""
"2013012","0","4","16","Take Care I Care","2","3",""
"2013022","0","2","16","medicare","1","6",""
"2013027","0","5","16","Take Care I care","3","3",""
"2013028","0","5","16","medi care","1","6",""
"2020539","0","12","21","PAG IBIG","6","1",""
"2020553","0","4","16","FORTUNE CARE","3","6",""
"2030687","0","2","16","Take care I care","1","3",""
"2030719","0","6","21","PAG IBIG","5","1",""
"2030722","0","2","21","PAG IBIG","1","1",""
"2030723","0","7","21","PAG IBIG","6","1",""
"2030725","0","6","16","MAXI CARE","1","6",""
"2030725","1","7","21","PAG IBIG","1","1",""
"2030733","0","5","21","Pag Ibig ","4","1",""
"2030739","0","4","21","PAG IBIG","1","1",""
"2030741","0","5","21","PAG IBIG","1","1",""
"2034060","0","9","16","take care i care","2","3",""
"2034065","0","26","16","take care i care","3","1",""
"2034100","0","2","16","take care i care","1","3",""
"2034103","0","9","16","take care i care","7","3",""
"2034136","0","4","16","take care i care","3","3",""
"2034137","0","5","16","take care i care","3","3",""
"2034167","0","10","16","take care i care ","2","3",""
"2034299","0","9","16","take care i care","2","3",""
"2034306","0","5","16","take care i care","2","3",""
"2034307","0","4","16","take care i care","2","3",""
"2034353","0","5","16","take care i care","2","3",""
"2034357","0","5","16","take care i care","2","3",""
"2036522","0","3","16","Taje care I care","1","3",""
"2067121","0","2","21","PAG IBIG","1","1",""
"2073650","0","2","21","Pag ibig","1","1",""
"2073650","1","3","16","Medicare","1","6",""
"2073651","0","3","21","PAG IBIG","1","1",""
"2073651","1","4","16","Medi care","1","6",""
"2073652","0","2","21","PAG IBIG","1","1",""
"2073653","0","2","21","PAG IBIG","1","1",""
"2073658","0","5","21","PAG IBIG","1","1",""
"2075917","0","5","21","PAG IBIG","1","1",""
"2075919","0","5","21","PAG IBIG","4","1",""
"143694","0","7","16","take care i care","4","3",""
"2091437","0","13","16","take care i care","3","3",""
"2091456","0","6","16","Take Care I care","4","3",""
"2092921","0","5","21","PAG IBIG","4","1",""
"2092922","0","7","21","PAG IBIG","2","1",""
"2092923","0","6","21","Pag Ibig","3","1",""
"2092923","1","7","16","Medicare","1","6",""
"2092924","0","5","16","Maxi care","1","6",""
"2092924","1","6","21","PAG IBIG","4","1",""
"2092926","0","5","21","PAG IBIG","3","1",""
"2096819","0","3","16"," Take care I care","1","3",""
"2101156","0","5","16","Take Care I Care","4","3",""
"2101159","0","4","16","Take Care I Care","3","3",""
"2101160","0","3","16","Take Care I Care","2","3",""
"2101252","0","21","16","take care i care","1","3",""
"2107519","0","6","16","Take Care I Care","5","3",""
"2107520","0","6","16","Take Care I Care","5","3",""
"2108163","0","9","16","take care i care","4","3",""
"2108181","0","15","16","take care i care","2","3",""
"2116443","0","3","16","Take care I care","2","3",""
"2122654","0","7","16","Take Care I Care","5","3",""
"2122657","0","6","16","Take care i care","5","3",""
"2122659","0","5","16","Take care i care","4","3",""
"2123441","0","3","16","Take care i care","2","3",""
"2125171","0","3","16","Take Care,I Care","2","3",""
"2125175","0","6","16","Take Care,I Care","4","3",""
"2125180","0","4","16","Take Care,I Care","3","3",""
"2125181","0","4","21","Pag Ibig Fund","1","1",""
"2125184","0","2","21","Pag Ibig Fund","1","1",""
"2125187","0","2","21","Pag Ibig Fund","1","1",""
"2125191","0","17","16","Take Care, I Care","8","3",""
"2125206","0","5","16","Take Care ,I Care","1","3",""
"2131673","0","2","16","Take Care I Care","1","3",""
"2132727","0","3","16","Take care I care","2","3",""
"2133932","0","11","16","take care i care","1","3",""
"2133938","0","11","16","take care i care","1","3",""
"2133942","0","15","16","take care i care","1","3",""
"2139040","0","13","16","Take care I care","4","3",""
"2151494","0","2","16","Take care I care","1","3",""
"2153153","0","5","16","Take care i care","2","3",""
"2153166","0","4","16","Take care i care","2","3",""
"2153233","0","21","21","Modified Conditional Cash Transfer","4","1",""
"2153234","0","6","21","Modified Conditional Cash Transfer (DSWD-NCR)","5","1",""
"2156636","0","4","21","Pag Ibig Fund","1","1",""
"2156637","0","3","21","Pag Ibig Fund","2","1",""
"2156638","0","4","21","Pag Ibig Fund","1","1",""
"2156639","0","5","16","Pag Ibig Fund","2","1",""
"2156644","0","3","21","Pag Ibig Fund","2","1",""
"2156645","0","8","16","Take Care,I Care","7","3",""
"2156646","0","6","21","Pag Ibig Fund","1","1",""
"2156648","0","5","21","Pag Ibig Fund","1","1",""
"2156649","0","2","21","Pag ibig Fund","1","1",""
"2156651","0","4","21","Pag ibig Fund","2","1",""
"2156663","0","4","21","Pag Ibig Fund","1","1",""
"2156664","0","2","21","Pag Ibig Fund","1","1",""
"2156666","0","2","21","Pag Ibig Fund","1","1",""
"2156671","0","4","21","Pag Ibig Fund","1","1",""
"2159832","0","3","16","Take care I care","2","3",""
"2166156","0","5","21","PAG IBIG","3","1",""
"2166160","0","5","21","Pag Ibig","4","1",""
"2166169","0","5","21","PAG IBIG","4","1",""
"2173441","0","9","16","Take care I care","1","3",""
"2176605","0","4","16","MAXI CARE","1","6",""
"2176639","0","4","16","Medi care","3","6",""
"2176678","0","6","16","TAKE CARE I CARE","1","3",""
"2176681","0","4","16","TAKE CARE I CARE","1","3",""
"2176687","0","5","16","TAKE CARE I CARE","2","3",""
"2177906","0","4","16","MAXI CARE","1","1",""
"2177953","0","11","16","Take care I care","1","3",""
"2178639","0","2","16","Take care I care","1","3",""
"2182091","0","3","21","PAG IBIG","2","1",""
"2182094","0","2","21","Pag Ibig","1","1",""
"2188081","0","3","16","Take Care I Care","2","3",""
"2200136","0","5","16","Coco Life","2","6",""
"2203292","0","4","16","Take Care I Care","1","3",""
"2203298","0","6","16","Tace Care I Care","5","3",""
"2206306","0","7","16","take care i care","1","3",""
"2206706","0","11","16","take care i care","1","3",""
"2213920","0","6","16","Take Care I Care","1","3",""
"2219566","0","6","16","Take Care I Care","5","3",""
"2221473","0","8","16","Take care i care","6","3",""
"2221474","0","4","16","Take care i care","2","3",""
"2222930","0","6","16","Take care I care","3","3",""
